headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
ABT or BIO: Which Stock Has Better Potential Right Now?,Zacks,7/15/2019 0:00,BIO,abt bio stock better potential right,neutral,0.999999762,neutral
Infinera: Traders Look for a Bottom,Traders Huddle,5/21/2013 0:00,INFN,infinera traders look bottom,negative,0.997480214,negative
Midday Gainers / Losers,Seeking Alpha,8/7/2015 0:00,EGL,midday gainers losers,negative,0.998349667,negative
EU cuts steel import quotas after industry protests,Seeking Alpha,8/15/2019 0:00,MT,cuts steel import quotas industry protests,positive,0.795810401,positive
Markets Poised To Rise As Q1 Earnings Roll On (Wall Street Breakfast Podcast),Seeking Alpha,4/17/2019 0:00,PBR,markets poised rise earnings roll wall street breakfast podcast,neutral,0.999992728,neutral
Goldcorp to Outperform,GuruFocus,11/17/2017 0:00,GG,goldcorp outperform,neutral,0.999999881,neutral
Gilead And Incyte: A Good Match If It Happens?,Seeking Alpha,1/5/2017 0:00,INCY,gilead incyte good match happens,neutral,0.99999404,neutral
Review finds hundreds of ICOs use deceptive tactics,Seeking Alpha,5/17/2018 0:00,OSTK,review finds hundreds icos use deceptive tactics,negative,0.999974728,negative
"Three Africa Energy Stocks of All Sizes (SSL, CIE & HECC)",Small Cap Network,9/12/2014 0:00,SSL,three africa energy stocks sizes ssl cie hecc,negative,0.999998927,negative
"Wechter Feldman Wealth Management, Inc. Buys SPDR Select Sector Fund - Utilities, SPDR Select ...",GuruFocus,5/6/2019 0:00,XLP,wechter feldman wealth management inc buys spdr select sector fund utilities spdr select,negative,0.999956608,negative
Best Performing Guru of Past 6 Months Is... John Paulson?,GuruFocus,6/11/2013 0:00,VNDA,best performing guru past months john paulson,negative,0.960918248,negative
"Gold, silver surge to multi-year highs as safe-haven trade returns",Seeking Alpha,8/27/2019 0:00,PSLV,gold silver surge multi year highs safe trade returns,neutral,1,neutral
Utility Industry Stock Outlook - July 2012 - Industry Outlook,Zacks,7/3/2012 0:00,TEG,utility industry stock outlook july industry outlook,negative,0.836031556,negative
Nick's Portfolio Tournament First Round Results,Seeking Alpha,3/19/2018 0:00,MDT,nick portfolio tournament first round results,negative,0.993814349,negative
"Kimberly-Clark Profit Tops, Cuts Huggies In Europe",Investor's Business Daily,10/24/2012 0:00,KMB,kimberly clark profit tops cuts huggies europe,neutral,0.502626836,neutral
Anadarko Petroleum Hits 80-Plus Relative Strength Rating Benchmark,Investor's Business Daily,8/28/2018 0:00,APC,anadarko petroleum hits plus relative strength rating benchmark,neutral,0.886486113,neutral
W.R. Berkley: A Strong Buy - Analyst Blog,Zacks,4/11/2013 0:00,WRB,berkley strong buy analyst blog,neutral,1,neutral
The Story Continues: Commodities Down While Dollar Rallies,Seeking Alpha,1/7/2015 0:00,JJC,story continues commodities dollar rallies,positive,0.933083296,positive
Can Fluor (FLR) Surprise This Earnings Season? - Analyst Blog,Zacks,4/30/2014 0:00,NYLD,fluor flr surprise earnings season analyst blog,neutral,0.893783629,neutral
Broadcom (AVGO) Enters Into a Definite Agreement to Buy CA,Zacks,7/12/2018 0:00,CA,broadcom avgo enters definite agreement buy,negative,0.999709666,negative
Infinity Property and Casualty Scales 52-Week High of $78.07 - Analyst Blog,Zacks,12/31/2014 0:00,RNR,infinity property casualty scales week high analyst blog,negative,0.99997735,negative
Orthofix to pay $14M to settle charges of improper revenue recognition and paying bribes to Brazilian doctors,Seeking Alpha,1/18/2017 0:00,OFIX,orthofix pay settle charges improper revenue recognition paying bribes brazilian doctors,negative,0.995228529,negative
Extreme Networks: Showing A Pulse,Seeking Alpha,10/26/2016 0:00,ZBRA,extreme networks showing pulse,neutral,0.88155514,neutral
Portfolio Diversification,TalkMarkets,2/5/2019 0:00,BND,portfolio diversification,negative,0.951224506,negative
Bi-Weekly Economic Review,Seeking Alpha,4/16/2016 0:00,GGM,weekly economic review,negative,0.99990499,negative
Predictions - 2017,Seeking Alpha,12/19/2016 0:00,IVE,predictions,negative,0.999682665,negative
Acacia Research Group: Q1 2015 Breakdown,Seeking Alpha,4/27/2015 0:00,ACTG,acacia research group breakdown,negative,0.999990225,negative
Calgon Carbon Inks New Contract - Analyst Blog,Zacks,2/25/2013 0:00,SMED,calgon carbon inks new contract analyst blog,negative,0.999233484,negative
FRP Holdings' (FRPH) CEO John Baker on Q1 2018 Results - Earnings Call Transcript,Seeking Alpha,5/8/2018 0:00,FRPH,frp holdings frph ceo john baker results earnings call transcript,negative,0.99997592,negative
Bioanalytical Systems reports Q1 results,Seeking Alpha,2/14/2019 0:00,BASI,bioanalytical systems reports results,negative,0.999918938,negative
"85-Stock Portfolio Review By Dividend Payment Month Groups, CCC Status, Moats And New Purchases",Seeking Alpha,9/5/2016 0:00,NEWT,stock portfolio review dividend payment month groups ccc status moats new purchases,negative,0.999996424,negative
5%+ Dividend Yield Portfolio: Profiting Handsomely From Volatility (Jan 2019 Review),Seeking Alpha,2/4/2019 0:00,EWA,dividend yield portfolio profiting handsomely volatility jan review,neutral,0.998756647,neutral
Trading Trade Wars,Seeking Alpha,5/24/2018 0:00,VWO,trading trade wars,negative,0.506396294,negative
Investors pour money into real estate ahead of sector change,Seeking Alpha,9/9/2016 0:00,ICF,investors pour money real estate ahead sector change,negative,0.999785721,negative
8 High Yielders For A Fed Hold,Seeking Alpha,5/27/2016 0:00,DOW,high yielders fed hold,negative,0.999536633,negative
3 Gene Therapy Stocks For A Biotech Portfolio,Seeking Alpha,5/20/2019 0:00,SAGE,gene therapy stocks biotech portfolio,negative,0.999997258,negative
Dividend Challengers (And Near-Challengers): 55 Increases Expected By The End Of May,Seeking Alpha,3/19/2016 0:00,LYB,dividend challengers near challengers increases expected end may,negative,0.59290117,negative
"CombiMatrix, InVitae Shares Leap on Merger",BayStreet,8/1/2017 0:00,CBMX,combimatrix invitae shares leap merger,negative,0.999996424,negative
The Retiree's Dividend Portfolio - John's April Update: Focus On The Blended Yield,Seeking Alpha,6/5/2019 0:00,UMPQ,retiree dividend portfolio john april update focus blended yield,negative,0.999993205,negative
Lithium Junior Miner News For The Month Of December 2017,Seeking Alpha,12/28/2017 0:00,SYA,lithium junior miner news month december,negative,0.999960423,negative
"Meridian Financial Partners LLC Buys JPMorgan Ultra-Short Income, WisdomTree U.S. ...",GuruFocus,4/21/2020 0:00,DGRW,meridian financial partners llc buys jpmorgan ultra short income wisdomtree,negative,0.999984384,negative
Here's Why You Should Hold Onto Cardinal Health Stock Now,Zacks,7/23/2018 0:00,SYK,hold onto cardinal health stock,negative,0.999759734,negative
"Simcoe Capital Management, LLC Buys Change Healthcare Inc, Charter Communications Inc, Accel ...",GuruFocus,5/14/2020 0:00,SAIC,simcoe capital management llc buys change healthcare inc charter communications inc accel,negative,0.999951005,negative
Generating 6% Returns In A 0% World: The Month In Exchange Traded Debt No. 2 - The Long Bond Edition,Seeking Alpha,9/1/2016 0:00,NS,generating returns world month exchange traded debt long bond edition,negative,0.998177171,negative
Stocks Showing Rising Market Leadership: Nisource Earns 83 RS Rating,Investor's Business Daily,8/1/2019 0:00,NI,stocks showing rising market leadership nisource earns rating,neutral,1,neutral
"Weekly Closed-End Fund Roundup: FAX Cuts Big, NHF Rights Offering Announced",Seeking Alpha,4/30/2019 0:00,BGY,weekly closed end fund roundup fax cuts big nhf rights offering announced,negative,0.999992371,negative
"ISRG, MT, AKRX and PYX among notable after hour movers",Seeking Alpha,4/18/2019 0:00,AKRX,isrg akrx pyx among notable hour movers,negative,0.989167571,negative
"Weekly CEF Roundup: Sell PFO, JMLP Hit By AMID Drop",Seeking Alpha,8/11/2018 0:00,MIY,weekly cef roundup sell pfo jmlp hit amid drop,negative,0.699510157,negative
AZIA: A Worthwhile Investment Despite Challenges For Central Asia Ahead,Seeking Alpha,7/30/2015 0:00,AZIA,azia worthwhile investment despite challenges central asia ahead,positive,0.500491202,positive
"Insiders Trading IEP, XCO, KRO, ED",webmaster,1/25/2012 0:00,XCO,insiders trading iep xco kro,negative,0.999984026,negative
Ceva (CEVA) Lags Q2 Earnings and Revenue Estimates,Zacks,8/7/2018 0:00,CEVA,ceva ceva lags earnings revenue estimates,negative,0.995243728,negative
Best ETF Strategies for 2014 - ETF News And Commentary,Zacks,1/7/2014 0:00,DXJ,best etf strategies etf news commentary,neutral,0.997110486,neutral
Five Stocks That Could Shift Into A Faster Gear,Investor's Business Daily,5/3/2019 0:00,PANW,five stocks could shift faster gear,negative,0.998583436,negative
"Millennials And Boomers Should Be Planning For Their Retirement, Now",Seeking Alpha,11/1/2016 0:00,GOV,millennials boomers planning retirement,negative,0.999994159,negative
Dividend Challengers (And Near-Challengers): 38 Increases Expected In The Next 10 Weeks,Seeking Alpha,11/21/2016 0:00,DFT,dividend challengers near challengers increases expected next weeks,negative,0.62476486,negative
Is Nautilus (NLS) Stock Undervalued Right Now?,Zacks,2/28/2020 0:00,NLS,nautilus nls stock undervalued right,neutral,0.992166519,neutral
AGNC Investment's Q2 2019 And 7/19/2019 BV Projection (Includes NLY BV Projection),Seeking Alpha,7/22/2019 0:00,IVR,agnc investment projection includes nly projection,negative,0.999998569,negative
Unilever Sells Off Bertolli - Analyst Blog,Zacks,8/23/2012 0:00,CAG,unilever sells bertolli analyst blog,negative,0.999106586,negative
5 Technologies That Can Significantly Affect Your Retirement Plans,Seeking Alpha,7/6/2016 0:00,TSN,technologies significantly affect retirement plans,negative,0.97464323,negative
Manufacturing data from China adds to slowdown fears,Seeking Alpha,2/1/2016 0:00,GXC,manufacturing data china adds slowdown fears,positive,0.999415159,positive
Dril-Quip Inc (DRQ): New Analyst Report from Zacks Equity Research - Zacks Equity Research Report,Zacks,12/26/2013 0:00,DRQ,dril quip inc drq new analyst report zacks equity research zacks equity research report,negative,0.999861002,negative
VeriSign Up on Symantec Deal Rumors,webmaster,5/18/2010 0:00,VRSN,verisign symantec deal rumors,negative,0.999637246,negative
Is AeroVironment (AVAV) Outperforming Other Aerospace Stocks This Year?,Zacks,12/25/2018 0:00,AVAV,aerovironment avav outperforming aerospace stocks year,neutral,0.999990225,neutral
Best And Worst Q1 2018: Mid Cap Blend ETFs And Mutual Funds,Seeking Alpha,3/12/2018 0:00,RYJ,best worst mid cap blend etfs mutual funds,neutral,0.924897552,neutral
IHF: Most Signs Point To Lower Profits For Healthcare Providers,Seeking Alpha,12/3/2019 0:00,CNC,ihf signs point lower profits healthcare providers,positive,0.999993205,positive
Can OmniVision's (OVTI) Q2 Earnings Surprise Estimates? - Analyst Blog,Zacks,12/1/2014 0:00,ESL,omnivision ovti earnings surprise estimates analyst blog,negative,0.621745467,negative
Westinghouse Air Brake Technologies Corp.; A Midcap Gem With No Brakes On The Stock Price,Seeking Alpha,10/20/2015 0:00,WAB,westinghouse air brake technologies corp midcap gem brakes stock price,negative,0.999994278,negative
"And That's Why You Don't ""Invest"" in Lawsuits (PRKR, VRNG)",Small Cap Network,10/25/2013 0:00,PRKR,invest lawsuits prkr vrng,negative,0.996622801,negative
"Rockwell Collins, CAE develop training solutions",Seeking Alpha,11/27/2017 0:00,COL,rockwell collins cae develop training solutions,negative,0.998906612,negative
Consolidated Edison (ED) Reports Next Week: Wall Street Expects Earnings Growth,Zacks,4/30/2020 0:00,ED,consolidated edison reports next week wall street expects earnings growth,negative,0.998867273,negative
3 Cheap Stocks Under $20 to Buy as the Coronavirus Sends Markets into a Correction,Zacks,2/27/2020 0:00,NBL,cheap stocks buy coronavirus sends markets correction,neutral,0.998559654,neutral
McKesson cuts ownership requirement to call special meeting,Seeking Alpha,5/24/2019 0:00,MCK,mckesson cuts ownership requirement call special meeting,negative,0.995770991,negative
"Chatham Lodging Trust beats by $0.07, beats on revenue",Seeking Alpha,2/22/2017 0:00,CLDT,chatham lodging trust beats beats revenue,neutral,0.999999404,positive
The ADT Corporation 2018 Q2 - Results - Earnings Call Slides,Seeking Alpha,8/8/2018 0:00,ADT,adt corporation results earnings call slides,negative,0.999905229,negative
"Crown Castle (CCI) Beats Q3 Earnings, Lags Revenues Estimates",Zacks,10/19/2017 0:00,CCI,crown castle cci beats earnings lags revenues estimates,neutral,1,positive
IBD Rating Upgrades: Builders Firstsource Flashes Improved Relative Price Strength,Investor's Business Daily,5/9/2018 0:00,BLDR,ibd rating upgrades builders firstsource flashes improved relative price strength,neutral,1,neutral
Dividend Aristocrat Performance: May 2019,Seeking Alpha,6/4/2019 0:00,NOBL,dividend aristocrat performance may,negative,0.999990225,negative
"Oasis Petroleum (OAS) Slips to Loss in Q4, Production Jumps",Zacks,2/28/2019 0:00,NS,oasis petroleum oas slips loss production jumps,positive,0.997882664,positive
"Does ""Sell in May And Go Away"" Apply to Financial Publisher Stocks? TheStreet (TST), Bankrate (RATE) & China Finance Online (JRJC)",Small Cap Network,5/2/2012 0:00,JRJC,sell may away apply financial publisher stocks thestreet tst bankrate rate china finance online jrjc,negative,0.999970436,negative
"FDA extends review of Incyte's Jakafi for GvHD, new action date May 24",Seeking Alpha,2/7/2019 0:00,INCY,fda extends review incyte jakafi gvhd new action date may,negative,0.999920726,negative
Chesapeake Sells Some Shale Assets To Southwestern,Investor's Business Daily,10/16/2014 0:00,SWN,chesapeake sells shale assets southwestern,negative,0.999926805,negative
SMT Placement Equipment Market —…—… Global Industry Brief Analysis by Top Countries ...,GuruFocus,2/6/2020 0:00,GDP,smt placement equipment market global industry brief analysis top countries,negative,0.999995589,negative
Teleflex (TFX) Shares Down on Respiratory Care Product Recall,Zacks,6/25/2019 0:00,BRKR,teleflex tfx shares respiratory care product recall,positive,0.999999881,positive
IGI Laboratories reports Q2 results,Seeking Alpha,7/24/2015 0:00,IG,igi laboratories reports results,negative,0.999514699,negative
58.com (WUBA) Soars: Stock Adds 12.4% in Session - Tale of the Tape,Zacks,4/2/2014 0:00,BV,com wuba soars stock adds session tale tape,negative,0.930294812,negative
Grocery store chains won't face a 2K-store Amazon threat,Seeking Alpha,12/8/2016 0:00,KR,grocery store chains face store amazon threat,positive,0.994931638,positive
Rice brothers win votes to take control of EQT board - Reuters,Seeking Alpha,7/9/2019 0:00,EQT,rice brothers win votes take control eqt board reuters,negative,0.992653847,negative
American Express Reports Strong Business Model in —nd Quarter,GuruFocus,7/19/2017 0:00,AXP,american express reports strong business model quarter,neutral,1,neutral
TreeHouse Foods perks up after Barron's mention,Seeking Alpha,11/15/2018 0:00,THS,treehouse foods perks barron mention,negative,0.999824703,negative
–… Most Undervalued Companies for the Defensive Investor - July,GuruFocus,7/21/2016 0:00,EMN,undervalued companies defensive investor july,neutral,0.99978894,neutral
Hospira Inc. (HSP) Jumps: Stock Adds 8.3% in Session - Tale of the Tape,Zacks,7/31/2014 0:00,ATRC,hospira inc hsp jumps stock adds session tale tape,neutral,0.999636173,neutral
"It Starts: Greeks Rebel Against Bailout, Risk Collapse",Seeking Alpha,7/14/2015 0:00,EU,starts greeks rebel bailout risk collapse,negative,0.950142443,negative
Pembina Pipeline misses by $0.17,Seeking Alpha,8/6/2015 0:00,PBA,pembina pipeline misses,positive,0.999992132,positive
"First Midwest Bank Trust Division Buys iShares Russell Mid-Cap, iShares Core S&P 5……, ...",GuruFocus,4/26/2017 0:00,CERS,first midwest bank trust division buys ishares russell mid cap ishares core,negative,0.999997735,negative
Stocks With Rising Relative Strength: Digital Realty Trust,Investor's Business Daily,10/26/2017 0:00,DLR,stocks rising relative strength digital realty trust,neutral,0.999921799,neutral
